targetID	alnScore	seqIdentity	eVal	locus_tag_nissle	locus_tag_k12
NZ_CP082949.1_cds_WP_000507101.1_2884	NC_000913.3_cds_NP_418510.1_4005	0.973	981	K8943_RS14805	b4086
NZ_CP082949.1_cds_WP_000508177.1_1288	NC_000913.3_cds_NP_417152.1_2633	0.993	159	K8943_RS06570	b2666
NZ_CP082949.1_cds_WP_000510958.1_1968	NC_000913.3_cds_NP_417707.1_3185	0.983	1968	K8943_RS10045	b3240
NZ_CP082949.1_cds_WP_000511015.1_4661	NC_000913.3_cds_NP_415820.1_1289	0.965	669	K8943_RS23900	b1304
NZ_CP082949.1_cds_WP_000511315.1_4538	NC_000913.3_cds_NP_415713.1_1171	0.96	255	K8943_RS23270	b1195
NZ_CP082949.1_cds_WP_000511955.1_2977	NC_000913.3_cds_NP_418603.1_4100	0.984	699	K8943_RS15290	b4182
NZ_CP082949.1_cds_WP_000512153.1_351	NC_000913.3_cds_NP_416309.1_1789	0.991	249	K8943_RS01775	b1795
NZ_CP082949.1_cds_WP_000512347.1_1126	NC_000913.3_cds_NP_416947.1_2428	0.957	1227	K8943_RS05740	b2452
NZ_CP082949.1_cds_WP_000513737.1_352	NC_000913.3_cds_NP_416310.1_1790	0.994	183	K8943_RS01780	b1796
NZ_CP082949.1_cds_WP_000513800.1_4049	NC_000913.3_cds_NP_415349.1_804	0.981	966	K8943_RS20790	b0828
NZ_CP082949.1_cds_WP_000514241.1_2321	NC_000913.3_cds_NP_418031.1_3515	0.985	849	K8943_RS11850	b3574
NZ_CP082949.1_cds_WP_000516135.1_3254	NC_000913.3_cds_NP_414555.1_14	0.989	1917	K8943_RS16695	b0014
NZ_CP082949.1_cds_WP_000517097.1_2343	NC_000913.3_cds_YP_588470.1_3543	0.961	210	K8943_RS11960	b4554
NZ_CP082949.1_cds_WP_000517443.1_1110	NC_000913.3_cds_NP_416921.4_2402	0.969	792	K8943_RS05660	b2426
NZ_CP082949.1_cds_WP_000517479.1_1372	NC_000913.3_cds_NP_417228.1_2708	0.98	312	K8943_RS07015	b2748
NZ_CP082949.1_cds_WP_000520591.1_86	NC_000913.3_cds_NP_416019.1_1489	0.966	915	K8943_RS00430	b1502
NZ_CP082949.1_cds_WP_000520781.1_4103	NC_000913.3_cds_NP_415402.1_858	0.993	321	K8943_RS21060	b0881
NZ_CP082949.1_cds_WP_000520812.1_158	NC_000913.3_cds_NP_416123.1_1598	0.983	723	K8943_RS00800	b1606
NZ_CP082949.1_cds_WP_000522247.1_1102	NC_000913.3_cds_NP_416912.1_2393	0.988	510	K8943_RS05620	b2417
NZ_CP082949.1_cds_WP_000522415.1_1287	NC_000913.3_cds_NP_417151.1_2632	0.986	450	K8943_RS06565	b2665
NZ_CP082949.1_cds_WP_000523612.1_1193	NC_000913.3_cds_NP_417019.1_2503	0.969	197	K8943_RS06070	b2524
NZ_CP082949.1_cds_WP_000523864.1_966	NC_000913.3_cds_NP_416761.4_2239	0.974	387	K8943_RS04905	b2258
NZ_CP082949.1_cds_WP_000524076.1_305	NC_000913.3_cds_NP_416267.1_1745	0.981	549	K8943_RS01545	b1753
NZ_CP082949.1_cds_WP_000524861.1_159	NC_000913.3_cds_NP_416124.1_1599	0.976	336	K8943_RS00805	b1607
NZ_CP082949.1_cds_WP_000525208.1_3298	NC_000913.3_cds_NP_414600.1_58	0.974	660	K8943_RS16915	b0058
NZ_CP082949.1_cds_WP_000525373.1_979	NC_000913.3_cds_NP_416775.1_2253	0.976	504	K8943_RS04970	b2272
NZ_CP082949.1_cds_WP_000525567.1_909	NC_000913.3_cds_NP_416705.2_2181	0.979	624	K8943_RS04620	b2201
NZ_CP082949.1_cds_WP_000526507.1_141	NC_000913.3_cds_NP_416107.1_1580	0.97	855	K8943_RS00705	b1590
NZ_CP082949.1_cds_WP_000526706.1_129	NC_000913.3_cds_NP_416060.1_1528	0.965	1461	K8943_RS00645	b1542
NZ_CP082949.1_cds_WP_000527844.1_1736	NC_000913.3_cds_NP_417479.1_2956	0.987	735	K8943_RS08865	b3006
NZ_CP082949.1_cds_WP_000527955.1_2972	NC_000913.3_cds_NP_418598.1_4095	0.989	1299	K8943_RS15265	b4177
NZ_CP082949.1_cds_WP_000528342.1_227	NC_000913.3_cds_NP_416190.1_1667	0.99	210	K8943_RS01155	b1675
NZ_CP082949.1_cds_WP_000528376.1_910	NC_000913.3_cds_NP_416706.1_2182	0.991	603	K8943_RS04625	b2202
NZ_CP082949.1_cds_WP_000528533.1_3251	NC_000913.3_cds_NP_414551.1_10	0.978	567	K8943_RS16680	b0010
NZ_CP082949.1_cds_WP_000528587.1_1419	NC_000913.3_cds_NP_417281.1_2761	0.982	1317	K8943_RS07250	b2801
NZ_CP082949.1_cds_WP_000529307.1_4413	NC_000913.3_cds_NP_415625.1_1080	0.965	1026	K8943_RS22620	b1107
NZ_CP082949.1_cds_WP_000529945.1_2042	NC_000913.3_cds_NP_417773.1_3249	1.0	702	K8943_RS10450	b3314
NZ_CP082949.1_cds_WP_000531177.1_1847	NC_000913.3_cds_NP_417573.1_3052	0.958	987	K8943_RS09425	b3102
NZ_CP082949.1_cds_WP_000531944.1_1044	NC_000913.3_cds_NP_416844.1_2321	0.957	1311	K8943_RS05295	b2342
NZ_CP082949.1_cds_WP_000532923.1_619	NC_000913.3_cds_NP_416490.1_1968	0.986	717	K8943_RS03145	b1983
NZ_CP082949.1_cds_WP_000533536.1_4225	NC_000913.3_cds_NP_415539.1_998	0.988	789	K8943_RS21680	b1020
NZ_CP082949.1_cds_WP_000534254.1_218	NC_000913.3_cds_NP_416181.1_1658	0.975	1257	K8943_RS01100	b1664
NZ_CP082949.1_cds_WP_000534351.1_1882	NC_000913.3_cds_NP_417609.1_3084	0.963	792	K8943_RS09605	b3140
NZ_CP082949.1_cds_WP_000534384.1_848	NC_000913.3_cds_NP_416661.1_2137	0.987	1470	K8943_RS04310	b2156
NZ_CP082949.1_cds_WP_000534660.1_4117	NC_000913.3_cds_NP_415416.1_872	0.966	864	K8943_RS21135	b0896
NZ_CP082949.1_cds_WP_000535977.1_2538	NC_000913.3_cds_YP_026252.1_3718	0.978	1485	K8943_RS12970	b3779
NZ_CP082949.1_cds_WP_000537432.1_4109	NC_000913.3_cds_NP_415408.1_864	0.972	966	K8943_RS21095	b0888
NZ_CP082949.1_cds_WP_000538176.1_3202	NC_000913.3_cds_NP_418783.2_4275	0.974	474	K8943_RS16420	b4363
NZ_CP082949.1_cds_WP_000540994.1_3793	NC_000913.3_cds_NP_415048.1_504	0.978	786	K8943_RS19435	b0515
NZ_CP082949.1_cds_WP_000542780.1_2899	NC_000913.3_cds_NP_418525.1_4020	0.949	453	K8943_RS14880	b4101
NZ_CP082949.1_cds_WP_000543389.1_84	NC_000913.3_cds_NP_416017.1_1487	0.974	198	K8943_RS00420	b1500
NZ_CP082949.1_cds_WP_000543535.1_3696	NC_000913.3_cds_NP_414947.1_405	0.995	450	K8943_RS18945	b0413
NZ_CP082949.1_cds_WP_000543585.1_3271	NC_000913.3_cds_NP_414572.1_31	0.964	822	K8943_RS16780	b0031
NZ_CP082949.1_cds_WP_000544377.1_1071	NC_000913.3_cds_NP_416881.1_2361	0.971	1698	K8943_RS05435	b2380
NZ_CP082949.1_cds_WP_000544473.1_1881	NC_000913.3_cds_NP_417608.1_3083	0.978	804	K8943_RS09600	b3139
NZ_CP082949.1_cds_WP_000544952.1_1723	NC_000913.3_cds_NP_417465.1_2943	0.973	342	K8943_RS08800	b2991
NZ_CP082949.1_cds_WP_000545042.1_989	NC_000913.3_cds_NP_416788.1_2266	0.962	501	K8943_RS05020	b2285
NZ_CP082949.1_cds_WP_000545665.1_2627	NC_000913.3_cds_YP_026273.1_3784	0.985	1452	K8943_RS13435	b3849
NZ_CP082949.1_cds_WP_000546254.1_3760	NC_000913.3_cds_NP_415011.1_470	0.97	1677	K8943_RS19270	b0478
NZ_CP082949.1_cds_WP_000547753.1_2979	NC_000913.3_cds_NP_418605.1_4102	0.962	399	K8943_RS15300	b4184
NZ_CP082949.1_cds_WP_000548294.1_849	NC_000913.3_cds_NP_416662.1_2138	0.99	882	K8943_RS04315	b2157
NZ_CP082949.1_cds_WP_000548347.1_1859	NC_000913.3_cds_NP_417587.1_3065	0.973	990	K8943_RS09485	b3117
NZ_CP082949.1_cds_WP_000550407.1_3861	NC_000913.3_cds_NP_415147.1_607	0.985	552	K8943_RS19780	b0614
NZ_CP082949.1_cds_WP_000550679.1_38	NC_000913.3_cds_NP_415969.1_1440	0.981	1062	K8943_RS00190	b1452
NZ_CP082949.1_cds_WP_000551259.1_4132	NC_000913.3_cds_NP_415434.1_890	0.98	1749	K8943_RS21210	b0914
NZ_CP082949.1_cds_WP_000551807.1_1183	NC_000913.3_cds_NP_417010.1_2493	0.988	1119	K8943_RS06025	b2515
NZ_CP082949.1_cds_WP_000552001.1_861	NC_000913.3_cds_NP_416675.1_2151	0.982	1182	K8943_RS04375	b2170
NZ_CP082949.1_cds_WP_000553451.1_1202	NC_000913.3_cds_NP_417028.1_2512	0.991	804	K8943_RS06115	b2533
NZ_CP082949.1_cds_WP_000553553.1_835	NC_000913.3_cds_NP_416648.1_2124	0.985	885	K8943_RS04245	b2143
NZ_CP082949.1_cds_WP_000554153.1_4504	NC_000913.3_cds_NP_415682.1_1138	0.974	237	K8943_RS23090	b1164
NZ_CP082949.1_cds_WP_000555041.1_4058	NC_000913.3_cds_NP_415358.1_813	0.985	1116	K8943_RS20835	b0837
NZ_CP082949.1_cds_WP_000555455.1_29	NC_000913.3_cds_NP_415960.1_1430	0.979	795	K8943_RS00145	b1443
NZ_CP082949.1_cds_WP_000555849.1_4584	NC_000913.3_cds_NP_415748.1_1209	0.984	843	K8943_RS23515	b1232
NZ_CP082949.1_cds_WP_000556042.1_1055	NC_000913.3_cds_NP_416866.1_2344	0.98	1338	K8943_RS05355	b2365
NZ_CP082949.1_cds_WP_000556418.1_3656	NC_000913.3_cds_b4580_364	0.854	2473	K8943_RS18745	b4580
NZ_CP082949.1_cds_WP_000557384.1_915	NC_000913.3_cds_NP_416711.1_2187	0.996	264	K8943_RS04650	b2207
NZ_CP082949.1_cds_WP_000558209.1_2941	NC_000913.3_cds_NP_418568.2_4062	0.991	354	K8943_RS15095	b4144
NZ_CP082949.1_cds_WP_000558251.1_3162	NC_000913.3_cds_NP_418741.1_4231	0.988	1344	K8943_RS16220	b4321
NZ_CP082949.1_cds_WP_000558447.1_101	NC_000913.3_cds_NP_416039.1_1506	0.977	948	K8943_RS00505	b1522
NZ_CP082949.1_cds_WP_000559273.1_4624	NC_000913.3_cds_NP_415787.1_1249	0.978	759	K8943_RS23715	b1271
NZ_CP082949.1_cds_WP_000559761.1_1028	NC_000913.3_cds_NP_416828.1_2306	0.967	279	K8943_RS05215	b2325
NZ_CP082949.1_cds_WP_000559889.1_4688	NC_000913.3_cds_NP_415846.1_1316	0.983	1032	K8943_RS24035	b1330
NZ_CP082949.1_cds_WP_000560266.1_1826	NC_000913.3_cds_NP_417553.1_3031	0.985	417	K8943_RS09320	b3082
NZ_CP082949.1_cds_WP_000560571.1_3014	NC_000913.3_cds_NP_418632.1_4128	0.967	861	K8943_RS15475	b4211
NZ_CP082949.1_cds_WP_000560983.1_2659	NC_000913.3_cds_NP_418323.1_3817	0.99	438	K8943_RS13615	b3887
NZ_CP082949.1_cds_WP_000561822.1_3781	NC_000913.3_cds_NP_415029.1_489	0.957	2415	K8943_RS19375	b0496
NZ_CP082949.1_cds_WP_000563058.1_3216	NC_000913.3_cds_YP_026291.2_4289	0.948	773	K8943_RS16505	b4378
NZ_CP082949.1_cds_WP_000564489.1_1469	NC_000913.3_cds_NP_417307.1_2787	0.998	531	K8943_RS07515	b2830
NZ_CP082949.1_cds_WP_000564738.1_485	NC_000913.3_cds_NP_416385.1_1868	0.944	972	K8943_RS02450	b1871
NZ_CP082949.1_cds_WP_000565966.1_3433	NC_000913.3_cds_NP_414723.1_183	0.991	789	K8943_RS17590	b0181
NZ_CP082949.1_cds_WP_000566393.1_4091	NC_000913.3_cds_NP_415391.1_846	0.968	1002	K8943_RS21000	b0870
NZ_CP082949.1_cds_WP_000566505.1_1006	NC_000913.3_cds_NP_416805.1_2283	0.975	648	K8943_RS05105	b2302
NZ_CP082949.1_cds_WP_000567511.1_175	NC_000913.3_cds_NP_416140.1_1615	0.987	1002	K8943_RS00885	b1623
NZ_CP082949.1_cds_WP_000568142.1_975	NC_000913.3_cds_NP_416770.1_2248	0.826	462	K8943_RS04950	b2267
NZ_CP082949.1_cds_WP_000568275.1_3959	NC_000913.3_cds_NP_415262.1_714	0.987	1140	K8943_RS20305	b0734
NZ_CP082949.1_cds_WP_000568416.1_3170	NC_000913.3_cds_NP_418748.1_4241	0.977	1173	K8943_RS16260	b4328
NZ_CP082949.1_cds_WP_000568522.1_414	NC_000913.3_cds_NP_416374.1_1856	0.963	1011	K8943_RS02090	b1860
NZ_CP082949.1_cds_WP_000568929.1_1369	NC_000913.3_cds_NP_417225.1_2705	0.981	1050	K8943_RS07000	b2745
NZ_CP082949.1_cds_WP_000569080.1_4030	NC_000913.3_cds_NP_415330.1_784	0.984	723	K8943_RS20695	b0809
NZ_CP082949.1_cds_WP_000569381.1_821	NC_000913.3_cds_NP_416633.1_2111	0.947	927	K8943_RS04175	b2129
NZ_CP082949.1_cds_WP_000569424.1_3435	NC_000913.3_cds_NP_414725.1_185	0.968	597	K8943_RS17600	b0183
NZ_CP082949.1_cds_WP_000569711.1_2985	NC_000913.3_cds_NP_418611.1_4108	0.977	750	K8943_RS15330	b4190
NZ_CP082949.1_cds_WP_000569958.1_1010	NC_000913.3_cds_NP_416810.1_2288	0.965	717	K8943_RS05125	b2307
NZ_CP082949.1_cds_WP_000570571.1_4133	NC_000913.3_cds_NP_415435.1_891	0.979	987	K8943_RS21215	b0915
NZ_CP082949.1_cds_WP_000570668.1_2645	NC_000913.3_cds_YP_026274.1_3801	0.994	1824	K8943_RS13545	b3871
NZ_CP082949.1_cds_WP_000571478.1_413	NC_000913.3_cds_NP_416373.1_1855	0.977	786	K8943_RS02085	b1859
NZ_CP082949.1_cds_WP_000571684.1_4575	NC_000913.3_cds_NP_415744.1_1205	0.98	711	K8943_RS23455	b1226
NZ_CP082949.1_cds_WP_000572183.1_2185	NC_000913.3_cds_NP_417908.1_3387	0.955	846	K8943_RS11165	b3451
NZ_CP082949.1_cds_WP_000572452.1_1500	NC_000913.3_cds_NP_417356.1_2830	0.978	780	K8943_RS07675	b2880
NZ_CP082949.1_cds_WP_000572717.1_4142	NC_000913.3_cds_NP_415444.1_900	0.976	4461	K8943_RS21260	b0924
NZ_CP082949.1_cds_WP_000573324.1_1322	NC_000913.3_cds_YP_026180.1_2662	0.95	564	K8943_RS06765	b2702
NZ_CP082949.1_cds_WP_000573407.1_4653	NC_000913.3_cds_NP_415806.1_1274	0.98	806	K8943_RS23860	b1290
NZ_CP082949.1_cds_WP_000573634.1_2587	NC_000913.3_cds_NP_418272.1_3765	0.96	954	K8943_RS13235	b3828
NZ_CP082949.1_cds_WP_000573983.1_3822	NC_000913.3_cds_NP_415107.1_565	0.975	3144	K8943_RS19585	b0575
NZ_CP082949.1_cds_WP_000576092.1_2323	NC_000913.3_cds_NP_418033.1_3517	0.909	449	K8943_RS11860	b3576
NZ_CP082949.1_cds_WP_000576690.1_2255	NC_000913.3_cds_NP_417969.1_3450	0.981	528	K8943_RS11515	b3512
NZ_CP082949.1_cds_WP_000577595.1_968	NC_000913.3_cds_NP_416763.1_2241	0.957	1356	K8943_RS04915	b2260
NZ_CP082949.1_cds_WP_000578103.1_876	NC_000913.3_cds_NP_416689.1_2166	0.967	1761	K8943_RS04450	b2184
NZ_CP082949.1_cds_WP_000579833.1_2048	NC_000913.3_cds_NP_417779.1_3255	0.996	630	K8943_RS10480	b3320
NZ_CP082949.1_cds_WP_000580278.1_932	NC_000913.3_cds_NP_416727.1_2204	0.979	1323	K8943_RS04735	b2223
NZ_CP082949.1_cds_WP_000580316.1_4430	NC_000913.3_cds_NP_415642.1_1098	0.987	795	K8943_RS22705	b1124
NZ_CP082949.1_cds_WP_000580323.1_415	NC_000913.3_cds_NP_416375.1_1857	0.99	612	K8943_RS02095	b1861
NZ_CP082949.1_cds_WP_000580417.1_2685	NC_000913.3_cds_NP_418347.1_3841	0.989	1374	K8943_RS13745	b3911
NZ_CP082949.1_cds_WP_000580879.1_3796	NC_000913.3_cds_NP_415051.1_507	0.974	1668	K8943_RS19450	b0518
NZ_CP082949.1_cds_WP_000582430.1_2335	NC_000913.3_cds_NP_418047.1_3531	0.961	1845	K8943_RS11920	b3590
NZ_CP082949.1_cds_WP_000583286.1_4656	NC_000913.3_cds_NP_415809.1_1277	0.983	966	K8943_RS23875	b1293
NZ_CP082949.1_cds_WP_000583405.1_315	NC_000913.3_cds_NP_415183.1_641	0.659	366	K8943_RS01595	b0650
NZ_CP082949.1_cds_WP_000583654.1_1501	NC_000913.3_cds_NP_417357.1_2831	0.974	2871	K8943_RS07680	b2881
NZ_CP082949.1_cds_WP_000584109.1_3061	NC_000913.3_cds_NP_418682.1_4176	0.994	1101	K8943_RS15710	b4261
NZ_CP082949.1_cds_WP_000584467.1_2294	NC_000913.3_cds_NP_418004.4_3485	0.982	699	K8943_RS11715	b3548
NZ_CP082949.1_cds_WP_000584522.1_1132	NC_000913.3_cds_NP_416953.1_2434	0.968	1017	K8943_RS05770	b2458
NZ_CP082949.1_cds_WP_000584549.1_1018	NC_000913.3_cds_NP_416818.1_2296	0.985	1269	K8943_RS05165	b2315
NZ_CP082949.1_cds_WP_000586248.1_2893	NC_000913.3_cds_NP_418519.1_4014	0.951	1137	K8943_RS14850	b4095
NZ_CP082949.1_cds_WP_000586497.1_719	NC_000913.3_cds_NP_416528.2_2008	0.956	738	K8943_RS03665	b2024
NZ_CP082949.1_cds_WP_000586720.1_18	NC_000913.3_cds_NP_415947.1_1417	0.984	594	K8943_RS00090	b1430
NZ_CP082949.1_cds_WP_000586976.1_2349	NC_000913.3_cds_NP_418062.1_3547	0.953	1190	K8943_RS11990	b3605
NZ_CP082949.1_cds_WP_000587573.1_221	NC_000913.3_cds_NP_416184.1_1661	0.988	813	K8943_RS01125	b1669
NZ_CP082949.1_cds_WP_000587750.1_2362	NC_000913.3_cds_NP_418076.1_3561	0.963	933	K8943_RS12055	b3619
NZ_CP082949.1_cds_WP_000587933.1_4414	NC_000913.3_cds_NP_415626.4_1081	0.959	543	K8943_RS22625	b1108
NZ_CP082949.1_cds_WP_000588474.1_3339	NC_000913.3_cds_NP_414636.1_95	0.992	1263	K8943_RS17120	b0094
NZ_CP082949.1_cds_WP_000589066.1_1234	NC_000913.3_cds_NP_417065.1_2551	0.981	480	K8943_RS06275	b2570
NZ_CP082949.1_cds_WP_000589433.1_3016	NC_000913.3_cds_NP_418634.1_4130	0.986	1944	K8943_RS15485	b4213
NZ_CP082949.1_cds_WP_000589793.1_1266	NC_000913.3_cds_NP_417096.1_2585	0.977	483	K8943_RS06455	b2605
NZ_CP082949.1_cds_WP_000590418.1_1359	NC_000913.3_cds_NP_417217.1_2697	0.98	1168	K8943_RS06950	b2737
NZ_CP082949.1_cds_WP_000591068.1_3390	NC_000913.3_cds_NP_414680.4_138	0.756	570	K8943_RS17375	b0138
NZ_CP082949.1_cds_WP_000592831.1_122	NC_000913.3_cds_NP_416052.1_1521	0.978	891	K8943_RS00610	b1535
NZ_CP082949.1_cds_WP_000593261.1_1570	NC_000913.3_cds_NP_417422.1_2898	0.954	951	K8943_RS08030	b2947
NZ_CP082949.1_cds_WP_000593907.1_3990	NC_000913.3_cds_NP_415292.2_745	0.971	2262	K8943_RS20495	b0771
NZ_CP082949.1_cds_WP_000593994.1_3453	NC_000913.3_cds_NP_414741.1_202	0.993	1032	K8943_RS17690	b0199
NZ_CP082949.1_cds_WP_000595128.1_2181	NC_000913.3_cds_NP_417904.1_3383	0.944	1743	K8943_RS11145	b3447
NZ_CP082949.1_cds_WP_000595482.1_3341	NC_000913.3_cds_NP_414638.1_97	0.989	918	K8943_RS17130	b0096
NZ_CP082949.1_cds_WP_000595547.1_2804	NC_000913.3_cds_NP_418452.1_3944	0.972	738	K8943_RS14405	b4028
NZ_CP082949.1_cds_WP_000595992.1_3030	NC_000913.3_cds_NP_418652.2_4146	0.972	996	K8943_RS15555	b4231
NZ_CP082949.1_cds_WP_000596103.1_3647	NC_000913.3_cds_NP_414892.1_352	0.972	774	K8943_RS18700	b0358
NZ_CP082949.1_cds_WP_000597201.1_194	NC_000913.3_cds_YP_025304.1_1634	0.961	468	K8943_RS00980	b1641
NZ_CP082949.1_cds_WP_000597415.1_4667	NC_000913.3_cds_NP_415826.1_1295	0.953	1293	K8943_RS23930	b1310
NZ_CP082949.1_cds_WP_000598641.1_816	NC_000913.3_cds_NP_416629.4_2106	0.986	720	K8943_RS04150	b2125
NZ_CP082949.1_cds_WP_000599826.1_4097	NC_000913.3_cds_NP_415397.1_852	0.975	1659	K8943_RS21030	b0876
NZ_CP082949.1_cds_WP_000599933.1_1792	NC_000913.3_cds_NP_417522.1_2998	0.953	628	K8943_RS09145	b3050
NZ_CP082949.1_cds_WP_000600525.1_971	NC_000913.3_cds_NP_416766.1_2244	0.959	759	K8943_RS04930	b2263
NZ_CP082949.1_cds_WP_000600624.1_3132	NC_000913.3_cds_NP_418721.1_4209	0.996	633	K8943_RS16070	b4301
NZ_CP082949.1_cds_WP_000600725.1_3286	NC_000913.3_cds_NP_414588.1_46	0.971	531	K8943_RS16855	b0046
NZ_CP082949.1_cds_WP_000601853.1_2089	NC_000913.3_cds_NP_417819.1_3297	0.968	564	K8943_RS10685	b3360
NZ_CP082949.1_cds_WP_000602503.1_1481	NC_000913.3_cds_NP_417319.1_2800	0.972	762	K8943_RS07575	b2842
NZ_CP082949.1_cds_WP_000604037.1_3983	NC_000913.3_cds_NP_415285.1_738	0.962	690	K8943_RS20460	b0764
NZ_CP082949.1_cds_WP_000605090.1_4689	NC_000913.3_cds_NP_415848.1_1318	1.0	258	K8943_RS24040	b1332
NZ_CP082949.1_cds_WP_000605488.1_4064	NC_000913.3_cds_NP_415364.1_819	0.989	285	K8943_RS20865	b0843
NZ_CP082949.1_cds_WP_000606405.1_3133	NC_000913.3_cds_NP_418722.1_4210	0.993	432	K8943_RS16075	b4302
NZ_CP082949.1_cds_WP_000609663.1_2950	NC_000913.3_cds_NP_418575.1_4071	0.983	360	K8943_RS15140	b4151
NZ_CP082949.1_cds_WP_000610446.1_4227	NC_000913.3_cds_NP_415541.1_1000	0.992	1326	K8943_RS21690	b1022
NZ_CP082949.1_cds_WP_000610612.1_2877	NC_000913.3_cds_NP_418504.1_3998	0.976	1467	K8943_RS14770	b4080
NZ_CP082949.1_cds_WP_000610637.1_2059	NC_000913.3_cds_NP_417790.1_3266	0.977	588	K8943_RS10535	b3331
NZ_CP082949.1_cds_WP_000610901.1_3292	NC_000913.3_cds_NP_414592.1_50	0.997	378	K8943_RS16885	b0050
NZ_CP082949.1_cds_WP_000611261.1_4004	NC_000913.3_cds_NP_415305.1_758	0.963	246	K8943_RS20565	b0784
NZ_CP082949.1_cds_WP_000611291.1_2921	NC_000913.3_cds_NP_418548.1_4042	0.973	720	K8943_RS14990	b4124
NZ_CP082949.1_cds_WP_000611328.1_522	NC_000913.3_cds_NP_416424.1_1910	0.993	657	K8943_RS02650	b1914
NZ_CP082949.1_cds_WP_000611411.1_2894	NC_000913.3_cds_NP_418520.1_4015	0.917	681	K8943_RS14855	b4096
NZ_CP082949.1_cds_WP_000611804.1_1313	NC_000913.3_cds_NP_417173.1_2653	0.981	1557	K8943_RS06695	b2688
NZ_CP082949.1_cds_WP_000611911.1_4691	NC_000913.3_cds_NP_415850.1_1320	0.986	753	K8943_RS24050	b1334
NZ_CP082949.1_cds_WP_000612049.1_2550	NC_000913.3_cds_NP_418238.1_3730	0.973	1131	K8943_RS13030	b3791
NZ_CP082949.1_cds_WP_000612644.1_983	NC_000913.3_cds_NP_416782.1_2260	0.986	303	K8943_RS04990	b2279
NZ_CP082949.1_cds_WP_000612982.1_240	NC_000913.3_cds_NP_416202.1_1680	0.97	3057	K8943_RS01215	b1687
NZ_CP082949.1_cds_WP_000613955.1_2038	NC_000913.3_cds_NP_417769.1_3245	1.0	372	K8943_RS10430	b3310
NZ_CP082949.1_cds_WP_000615818.1_1024	NC_000913.3_cds_NP_416824.1_2302	0.983	996	K8943_RS05195	b2321
NZ_CP082949.1_cds_WP_000616773.1_4594	NC_000913.3_cds_NP_415758.1_1218	0.987	648	K8943_RS23565	b1242
NZ_CP082949.1_cds_WP_000617129.1_56	NC_000913.3_cds_NP_415982.1_1451	0.832	681	K8943_RS00280	b1465
NZ_CP082949.1_cds_WP_000617493.1_2296	NC_000913.3_cds_NP_418006.1_3487	0.963	441	K8943_RS11725	b3550
NZ_CP082949.1_cds_WP_000617544.1_2046	NC_000913.3_cds_NP_417777.1_3253	1.0	303	K8943_RS10470	b3318
NZ_CP082949.1_cds_WP_000617723.1_2197	NC_000913.3_cds_NP_417920.1_3399	0.989	669	K8943_RS11225	b3463
NZ_CP082949.1_cds_WP_000619389.1_2139	NC_000913.3_cds_NP_417873.1_3350	0.963	576	K8943_RS10935	b3414
NZ_CP082949.1_cds_WP_000619492.1_2675	NC_000913.3_cds_NP_418337.1_3831	0.955	315	K8943_RS13695	b3901
NZ_CP082949.1_cds_WP_000620058.1_552	NC_000913.3_cds_NP_416453.1_1936	0.976	1128	K8943_RS02800	b1943
NZ_CP082949.1_cds_WP_000620393.1_1943	NC_000913.3_cds_NP_417674.1_3152	0.988	633	K8943_RS09920	b3207
NZ_CP082949.1_cds_WP_000620540.1_3886	NC_000913.3_cds_NP_415173.1_631	0.977	1032	K8943_RS19905	b0640
NZ_CP082949.1_cds_WP_000620931.1_4673	NC_000913.3_cds_NP_415832.1_1301	0.958	2268	K8943_RS23960	b1316
NZ_CP082949.1_cds_WP_000621330.1_2385	NC_000913.3_cds_NP_418101.1_3589	0.962	864	K8943_RS12170	b3644
NZ_CP082949.1_cds_WP_000621385.1_339	NC_000913.3_cds_NP_416299.1_1777	0.982	1476	K8943_RS01715	b1785
NZ_CP082949.1_cds_WP_000621515.1_3382	NC_000913.3_cds_NP_414673.1_131	0.986	381	K8943_RS17335	b0131
NZ_CP082949.1_cds_WP_000622140.1_1854	NC_000913.3_cds_YP_026204.1_3060	0.983	1365	K8943_RS09460	b4471
NZ_CP082949.1_cds_WP_000622357.1_3863	NC_000913.3_cds_NP_415149.4_609	0.983	909	K8943_RS19790	b0616
NZ_CP082949.1_cds_WP_000622418.1_3424	NC_000913.3_cds_NP_414714.1_174	0.994	558	K8943_RS17545	b0172
NZ_CP082949.1_cds_WP_000623142.1_1101	NC_000913.3_cds_NP_416911.1_2392	0.994	1728	K8943_RS05615	b2416
NZ_CP082949.1_cds_WP_000624295.1_367	NC_000913.3_cds_NP_416328.1_1808	0.976	1365	K8943_RS01855	b1814
NZ_CP082949.1_cds_WP_000624375.1_3288	NC_000913.3_cds_NP_414590.1_48	0.983	480	K8943_RS16865	b0048
NZ_CP082949.1_cds_WP_000625658.1_3328	NC_000913.3_cds_NP_414625.1_84	0.986	366	K8943_RS17065	b0083
NZ_CP082949.1_cds_WP_000625837.1_4385	NC_000913.3_cds_NP_415596.1_1051	0.98	783	K8943_RS22480	b1078
NZ_CP082949.1_cds_WP_000626187.1_2230	NC_000913.3_cds_NP_417951.1_3429	0.997	336	K8943_RS11390	b3494
NZ_CP082949.1_cds_WP_000626404.1_1415	NC_000913.3_cds_NP_417277.1_2757	0.972	1368	K8943_RS07230	b2797
